period,Coal_percentage,Natural_Gas_percentage,Oil_percentage,Nuclear_percentage,Renewable_percentage,internal_health_cost,external_health_cost
2023-11-13T23,0.00%,50.64%,0.24%,2.05%,47.08%,12.41,13.85
2023-11-14T00,0.00%,50.79%,0.24%,2.05%,46.92%,12.45,13.90
2023-11-14T01,0.00%,61.46%,0.23%,1.95%,36.36%,14.56,16.10
2023-11-14T02,0.00%,69.78%,0.23%,1.94%,28.05%,16.27,17.92
2023-11-14T03,0.00%,70.96%,0.22%,1.90%,26.92%,16.47,18.11
2023-11-14T04,0.00%,68.95%,0.22%,1.95%,28.87%,16.07,17.69
2023-11-14T05,0.00%,70.06%,0.23%,2.00%,27.71%,16.34,18.00
2023-11-14T06,0.00%,71.88%,0.24%,2.09%,25.79%,16.81,18.52
2023-11-14T07,0.00%,74.12%,0.26%,2.23%,23.39%,17.45,19.26
2023-11-14T08,0.00%,77.56%,0.28%,2.57%,19.59%,18.34,20.28
2023-11-14T09,0.00%,81.23%,0.30%,2.87%,15.60%,19.27,21.31
2023-11-14T10,0.00%,80.30%,0.31%,2.96%,16.43%,19.15,21.22
2023-11-14T11,0.00%,83.85%,0.31%,2.94%,12.90%,19.87,21.97
2023-11-14T12,0.00%,86.66%,0.32%,2.97%,10.06%,20.47,22.62
2023-11-14T13,0.00%,86.41%,0.31%,2.92%,10.36%,20.39,22.53
2023-11-14T14,0.00%,79.97%,0.30%,2.73%,16.99%,19.01,21.04
2023-11-14T15,0.00%,72.15%,0.27%,2.88%,24.70%,17.09,18.90
2023-11-14T16,0.00%,66.70%,0.24%,3.26%,29.80%,15.72,17.36
2023-11-14T17,0.00%,59.95%,0.23%,3.12%,36.71%,14.22,15.74
2023-11-14T18,0.00%,48.28%,0.21%,2.86%,48.66%,11.65,12.96
2023-11-14T19,0.00%,49.57%,0.21%,2.83%,47.39%,11.92,13.24
2023-11-14T20,0.00%,51.30%,0.21%,2.76%,45.73%,12.29,13.64
2023-11-14T21,0.00%,53.07%,0.21%,2.68%,44.04%,12.67,14.05
2023-11-14T22,0.00%,49.50%,0.21%,2.88%,47.40%,11.97,13.31
2023-11-14T23,0.00%,49.37%,0.21%,3.22%,47.20%,11.91,13.23
2023-11-15T00,0.00%,49.88%,0.21%,3.82%,46.09%,11.99,13.32
2023-11-15T01,0.00%,60.73%,0.20%,3.62%,35.44%,14.20,15.65
2023-11-15T02,0.00%,66.94%,0.19%,3.59%,29.28%,15.42,16.91
2023-11-15T03,0.00%,69.43%,0.19%,3.49%,26.89%,15.89,17.40
2023-11-15T04,0.00%,70.11%,0.19%,3.65%,26.04%,16.06,17.59
2023-11-15T05,0.00%,69.79%,0.21%,3.88%,26.12%,16.13,17.71
2023-11-15T06,0.00%,72.11%,0.22%,4.08%,23.59%,16.70,18.34
2023-11-15T07,0.00%,76.12%,0.24%,4.37%,19.28%,17.65,19.40
2023-11-15T08,0.00%,80.47%,0.25%,4.68%,14.60%,18.69,20.55
2023-11-15T09,0.00%,84.88%,0.27%,4.92%,9.93%,19.71,21.67
2023-11-15T10,0.00%,83.09%,0.27%,5.06%,11.58%,19.40,21.37
2023-11-15T11,0.00%,85.69%,0.30%,5.48%,8.54%,20.11,22.19
2023-11-15T12,0.00%,85.76%,0.29%,5.45%,8.50%,20.12,22.18
2023-11-15T13,0.00%,85.37%,0.30%,5.51%,8.82%,20.07,22.15
2023-11-15T14,0.00%,81.54%,0.29%,5.25%,12.93%,19.18,21.17
2023-11-15T15,0.00%,76.28%,0.26%,4.71%,18.76%,17.89,19.73
2023-11-15T16,0.00%,70.15%,0.24%,4.34%,25.27%,16.42,18.10
2023-11-15T17,0.00%,69.21%,0.23%,4.19%,26.38%,16.14,17.77
2023-11-15T18,0.00%,69.79%,0.21%,3.99%,26.00%,16.17,17.77
2023-11-15T19,0.00%,66.28%,0.21%,3.82%,29.69%,15.37,16.90
2023-11-15T20,0.00%,69.63%,0.20%,3.76%,26.41%,16.04,17.59
2023-11-15T21,0.00%,71.00%,0.20%,3.76%,25.03%,16.33,17.91
2023-11-15T22,0.00%,71.40%,0.21%,3.75%,24.64%,16.43,18.02
2023-11-15T23,0.00%,72.29%,0.21%,3.78%,23.73%,16.62,18.23
2023-11-16T00,0.00%,76.91%,0.21%,3.81%,19.07%,17.59,19.25
2023-11-16T01,0.00%,80.24%,0.21%,3.87%,15.68%,18.31,20.03
2023-11-16T02,0.00%,74.72%,0.20%,3.75%,21.32%,17.10,18.72
2023-11-16T03,0.00%,72.91%,0.20%,3.79%,23.09%,16.74,18.34
2023-11-16T04,0.00%,73.29%,0.21%,3.99%,22.50%,16.90,18.54
2023-11-16T05,0.00%,73.96%,0.22%,4.08%,21.74%,17.08,18.74
2023-11-16T06,0.00%,73.43%,0.16%,4.26%,22.15%,16.52,17.99
2023-11-16T07,0.00%,76.22%,-0.02%,4.53%,19.27%,15.59,16.47
2023-11-16T08,0.00%,78.25%,-0.02%,4.86%,16.91%,16.00,16.90
2023-11-16T09,0.00%,81.50%,-0.03%,5.35%,13.17%,16.65,17.59
2023-11-16T10,0.00%,79.16%,0.03%,5.65%,15.16%,16.59,17.66
2023-11-16T11,0.00%,81.66%,0.14%,5.71%,12.48%,18.02,19.52
2023-11-16T12,0.00%,81.77%,0.27%,5.81%,12.15%,19.10,21.04
2023-11-16T13,0.00%,83.78%,0.31%,5.77%,10.14%,19.84,21.93
2023-11-16T14,0.00%,80.07%,0.30%,5.49%,14.14%,18.95,20.95
2023-11-16T15,0.00%,76.00%,0.26%,4.91%,18.83%,17.85,19.69
2023-11-16T16,0.00%,75.31%,0.25%,4.67%,19.77%,17.61,19.40
2023-11-16T17,0.00%,69.53%,0.24%,4.42%,25.81%,16.31,17.98
2023-11-16T18,0.00%,61.16%,0.22%,4.05%,34.57%,14.42,15.92
2023-11-16T19,0.00%,59.45%,0.21%,3.97%,36.37%,14.03,15.50
2023-11-16T20,0.00%,58.32%,0.22%,4.09%,37.36%,13.83,15.31
2023-11-16T21,0.00%,59.68%,0.22%,4.15%,35.95%,14.13,15.63
2023-11-16T22,0.00%,60.79%,0.22%,4.14%,34.85%,14.36,15.86
2023-11-16T23,0.00%,60.88%,0.22%,4.14%,34.76%,14.38,15.90
2023-11-17T00,0.00%,57.20%,0.22%,4.24%,38.34%,13.63,15.10
2023-11-17T01,0.00%,63.54%,0.22%,4.19%,32.05%,14.90,16.44
2023-11-17T02,0.00%,65.77%,0.21%,4.16%,29.85%,15.31,16.84
2023-11-17T03,0.00%,66.84%,0.20%,4.19%,28.76%,15.48,17.01
2023-11-17T04,0.00%,69.35%,0.21%,4.50%,25.94%,16.07,17.65
2023-11-17T05,0.00%,68.51%,0.22%,4.80%,26.48%,15.95,17.55
2023-11-17T06,0.00%,66.48%,0.22%,5.01%,28.29%,15.56,17.14
2023-11-17T07,0.00%,71.98%,0.24%,5.56%,22.21%,16.83,18.55
2023-11-17T08,0.00%,75.48%,0.25%,6.05%,18.21%,17.67,19.48
2023-11-17T09,0.00%,79.16%,0.28%,6.78%,13.78%,18.62,20.54
2023-11-17T10,0.00%,79.23%,0.30%,7.53%,12.94%,18.81,20.82
2023-11-17T11,0.00%,78.49%,0.32%,8.15%,13.04%,18.79,20.85
2023-11-17T12,0.00%,80.05%,0.32%,8.38%,11.25%,19.15,21.23
2023-11-17T13,0.00%,78.81%,0.32%,8.29%,12.59%,18.86,20.92
2023-11-17T14,0.00%,75.16%,0.30%,8.06%,16.48%,17.97,19.93
2023-11-17T15,0.00%,73.51%,0.27%,7.47%,18.75%,17.39,19.22
2023-11-17T16,0.00%,69.18%,0.24%,6.78%,23.80%,16.24,17.91
2023-11-17T17,0.00%,62.46%,0.22%,6.46%,30.86%,14.71,16.24
2023-11-17T18,0.00%,52.86%,0.22%,6.48%,40.45%,12.68,14.08
2023-11-17T19,0.00%,52.60%,0.21%,6.45%,40.74%,12.58,13.95
2023-11-17T20,0.00%,52.31%,0.21%,6.74%,40.74%,12.52,13.89
2023-11-17T21,0.00%,50.64%,0.21%,6.78%,42.38%,12.17,13.51
2023-11-17T22,0.00%,47.66%,0.21%,6.77%,45.36%,11.54,12.83
2023-11-17T23,0.00%,46.35%,0.20%,7.18%,46.26%,11.24,12.52
2023-11-18T00,0.00%,45.49%,0.20%,7.73%,46.58%,11.06,12.32
2023-11-18T01,0.00%,54.04%,0.20%,8.32%,37.43%,12.83,14.19
2023-11-18T02,0.00%,57.82%,0.20%,8.79%,33.19%,13.59,14.99
2023-11-18T03,0.00%,59.21%,0.20%,9.08%,31.52%,13.84,15.24
2023-11-18T04,0.00%,60.51%,0.20%,9.39%,29.90%,14.15,15.59
2023-11-18T05,0.00%,62.21%,0.21%,9.87%,27.72%,14.58,16.08
2023-11-18T06,0.00%,62.56%,0.22%,10.18%,27.03%,14.71,16.23
2023-11-18T07,0.00%,64.22%,0.23%,10.79%,24.77%,15.15,16.74
2023-11-18T08,0.00%,66.54%,0.24%,11.48%,21.74%,15.74,17.41
2023-11-18T09,0.00%,68.87%,0.26%,12.34%,18.53%,16.35,18.09
2023-11-18T10,0.00%,67.71%,0.26%,12.59%,19.44%,16.13,17.86
2023-11-18T11,0.00%,65.72%,0.28%,13.63%,20.36%,15.89,17.67
2023-11-18T12,0.00%,63.59%,0.29%,14.01%,22.11%,15.49,17.27
2023-11-18T13,0.00%,64.35%,0.29%,14.06%,21.30%,15.65,17.43
2023-11-18T14,0.00%,64.54%,0.28%,13.62%,21.56%,15.62,17.37
2023-11-18T15,0.00%,66.52%,0.28%,13.47%,19.74%,16.00,17.76
2023-11-18T16,0.00%,63.22%,0.26%,12.81%,23.70%,15.20,16.89
2023-11-18T17,0.00%,53.74%,0.24%,11.71%,34.31%,13.06,14.55
2023-11-18T18,0.00%,47.69%,0.22%,10.57%,41.53%,11.62,12.95
2023-11-18T19,0.00%,44.69%,0.22%,10.53%,44.56%,10.99,12.28
2023-11-18T20,0.00%,46.62%,0.21%,10.16%,43.02%,11.33,12.62
2023-11-18T21,0.00%,45.06%,0.21%,10.03%,44.70%,10.99,12.25
2023-11-18T22,0.00%,43.90%,0.21%,10.10%,45.80%,10.76,12.01
2023-11-18T23,0.00%,42.24%,0.20%,9.94%,47.62%,10.39,11.61
2023-11-19T00,0.00%,40.49%,0.20%,9.96%,49.34%,10.03,11.23
2023-11-19T01,0.00%,43.36%,0.21%,10.32%,46.11%,10.68,11.94
2023-11-19T02,0.00%,49.48%,0.22%,10.72%,39.58%,12.01,13.38
2023-11-19T03,0.00%,49.71%,0.21%,10.23%,39.85%,11.98,13.32
2023-11-19T04,0.00%,51.34%,0.22%,10.50%,37.94%,12.36,13.74
2023-11-19T05,0.00%,52.00%,0.22%,10.94%,36.84%,12.57,13.99
2023-11-19T06,0.00%,51.78%,0.23%,11.09%,36.89%,12.56,13.98
2023-11-19T07,0.00%,52.32%,0.24%,11.48%,35.96%,12.73,14.18
2023-11-19T08,0.00%,52.29%,0.25%,12.05%,35.41%,12.82,14.31
2023-11-19T09,0.00%,49.91%,0.27%,13.34%,36.48%,12.54,14.09
2023-11-19T10,0.00%,43.98%,0.30%,14.76%,40.95%,11.55,13.13
2023-11-19T11,0.00%,41.12%,0.34%,16.72%,41.82%,11.28,12.96
2023-11-19T12,0.00%,37.24%,0.37%,17.97%,44.42%,10.69,12.40
2023-11-19T13,0.00%,38.34%,0.39%,18.84%,42.43%,11.06,12.85
2023-11-19T14,0.00%,42.13%,0.40%,19.74%,37.73%,11.99,13.89
2023-11-19T15,0.00%,43.49%,0.39%,19.25%,36.86%,12.19,14.07
2023-11-19T16,0.00%,42.68%,0.35%,17.25%,39.71%,11.69,13.42
2023-11-19T17,0.00%,30.55%,0.29%,14.34%,54.82%,8.70,10.08
2023-11-19T18,0.00%,26.50%,0.25%,12.05%,61.20%,7.48,8.65
2023-11-19T19,0.00%,29.90%,0.24%,11.75%,58.11%,8.13,9.32
2023-11-19T20,0.00%,35.17%,0.24%,11.71%,52.88%,9.22,10.47
2023-11-19T21,0.00%,35.11%,0.24%,11.75%,52.90%,9.21,10.46
2023-11-19T22,0.00%,35.24%,0.24%,11.87%,52.65%,9.26,10.52
2023-11-19T23,0.00%,28.39%,0.24%,11.94%,59.43%,7.85,9.04
2023-11-20T00,0.00%,23.11%,0.24%,11.71%,64.94%,6.72,7.82
2023-11-20T01,0.00%,28.76%,0.23%,11.45%,59.55%,7.85,9.00
2023-11-20T02,0.00%,40.22%,0.25%,12.41%,47.12%,10.38,11.74
2023-11-20T03,0.00%,42.21%,0.24%,11.75%,45.79%,10.68,12.02
2023-11-20T04,0.00%,41.81%,0.24%,11.90%,46.04%,10.62,11.97
2023-11-20T05,0.00%,38.89%,0.25%,12.28%,48.57%,10.08,11.42
2023-11-20T06,0.00%,40.46%,0.27%,12.96%,46.31%,10.52,11.93
2023-11-20T07,0.00%,43.76%,0.28%,13.60%,42.35%,11.31,12.80
2023-11-20T08,0.00%,43.35%,0.29%,14.33%,42.02%,11.34,12.88
2023-11-20T09,0.00%,50.71%,0.32%,15.44%,33.53%,13.05,14.75
2023-11-20T10,0.00%,54.69%,0.33%,15.93%,29.05%,13.95,15.74
2023-11-20T11,0.00%,57.73%,0.33%,16.04%,25.91%,14.60,16.43
2023-11-20T12,0.00%,60.52%,0.32%,15.65%,23.51%,15.11,16.95
2023-11-20T13,0.00%,57.43%,0.31%,15.27%,26.99%,14.41,16.18
2023-11-20T14,0.00%,57.82%,0.29%,14.10%,27.80%,14.29,15.99
2023-11-20T15,0.00%,53.97%,0.26%,12.82%,32.95%,13.28,14.85
2023-11-20T16,0.00%,52.14%,0.24%,11.62%,36.00%,12.71,14.16
2023-11-20T17,0.00%,43.60%,0.22%,10.51%,45.68%,10.76,12.03
2023-11-20T18,0.00%,41.06%,0.19%,9.40%,49.35%,10.05,11.21
2023-11-20T19,0.00%,39.37%,0.20%,9.59%,50.85%,9.73,10.89
2023-11-20T20,0.00%,39.20%,0.20%,9.78%,50.82%,9.73,10.90
2023-11-20T21,0.00%,37.78%,0.20%,9.96%,52.06%,9.46,10.63
2023-11-20T22,0.00%,36.00%,0.20%,9.90%,53.89%,9.09,10.22
2023-11-20T23,0.00%,34.49%,0.20%,9.77%,55.53%,8.75,9.86
2023-11-21T00,0.00%,33.72%,0.20%,9.55%,56.54%,8.55,9.64
2023-11-21T01,0.00%,40.61%,0.20%,9.66%,49.53%,10.00,11.17
2023-11-21T02,0.00%,52.75%,0.20%,9.67%,37.38%,12.51,13.84
2023-11-21T03,0.00%,54.70%,0.20%,9.56%,35.55%,12.90,14.24
2023-11-21T04,0.00%,55.95%,0.20%,9.87%,33.97%,13.21,14.59
2023-11-21T05,0.00%,58.16%,0.21%,10.11%,31.52%,13.71,15.13
2023-11-21T06,0.00%,57.87%,0.21%,10.08%,31.85%,13.64,15.06
2023-11-21T07,0.00%,59.40%,0.22%,10.55%,29.83%,14.03,15.51
2023-11-21T08,0.00%,64.14%,0.24%,11.68%,23.94%,15.20,16.81
2023-11-21T09,0.00%,67.02%,0.25%,12.34%,20.38%,15.91,17.60
2023-11-21T10,0.00%,64.99%,0.25%,12.37%,22.38%,15.49,17.17
2023-11-21T11,0.00%,64.14%,0.27%,13.16%,22.43%,15.45,17.17
2023-11-21T12,0.00%,65.65%,0.28%,13.45%,20.63%,15.81,17.56
2023-11-21T13,0.00%,64.89%,0.27%,13.41%,21.43%,15.64,17.39
2023-11-21T14,0.00%,63.59%,0.26%,12.68%,23.47%,15.25,16.93
2023-11-21T15,0.00%,63.44%,0.24%,11.76%,24.56%,15.07,16.68
2023-11-21T16,0.00%,61.39%,0.23%,11.12%,27.26%,14.54,16.08
2023-11-21T17,0.00%,51.79%,0.21%,10.40%,37.60%,12.43,13.80
2023-11-21T18,0.00%,45.85%,0.20%,9.63%,44.32%,11.08,12.32
2023-11-21T19,0.00%,41.91%,0.19%,9.36%,48.54%,10.22,11.39
2023-11-21T20,0.00%,43.33%,0.20%,9.53%,46.94%,10.54,11.74
2023-11-21T21,0.00%,43.42%,0.20%,9.79%,46.59%,10.60,11.82
2023-11-21T22,0.00%,40.07%,0.20%,9.86%,49.87%,9.92,11.11
2023-11-21T23,0.00%,39.97%,0.20%,9.69%,50.14%,9.87,11.04
2023-11-22T00,0.00%,39.99%,0.19%,9.44%,50.38%,9.83,10.99
2023-11-22T01,0.00%,49.65%,0.20%,9.57%,40.59%,11.85,13.14
2023-11-22T02,0.00%,60.09%,0.20%,9.53%,30.18%,14.01,15.42
2023-11-22T03,0.00%,61.57%,0.19%,9.48%,28.76%,14.30,15.73
2023-11-22T04,0.00%,61.04%,0.20%,9.76%,29.00%,14.24,15.68
2023-11-22T05,0.00%,62.32%,0.21%,10.10%,27.37%,14.56,16.04
2023-11-22T06,0.00%,64.16%,0.21%,10.42%,25.20%,15.00,16.52
2023-11-22T07,0.00%,66.21%,0.23%,11.07%,22.49%,15.53,17.13
2023-11-22T08,0.00%,69.42%,0.25%,12.10%,18.23%,16.36,18.07
2023-11-22T09,0.00%,68.66%,0.26%,13.16%,17.92%,16.33,18.08
2023-11-22T10,0.00%,72.57%,0.29%,14.12%,13.02%,17.35,19.24
2023-11-22T11,0.00%,73.90%,0.30%,14.51%,11.29%,17.69,19.62
2023-11-22T12,0.00%,74.89%,0.31%,15.24%,9.55%,18.02,20.01
2023-11-22T13,0.00%,74.63%,0.31%,15.16%,9.91%,17.94,19.93
2023-11-22T14,0.00%,71.12%,0.30%,14.43%,14.16%,17.10,18.99
2023-11-22T15,0.00%,68.73%,0.27%,13.13%,17.87%,16.39,18.16
2023-11-22T16,0.00%,66.16%,0.25%,12.09%,21.50%,15.69,17.35
2023-11-22T17,0.00%,55.79%,0.23%,11.01%,32.98%,13.36,14.82
2023-11-22T18,0.00%,44.66%,0.20%,9.58%,45.57%,10.82,12.04
2023-11-22T19,0.00%,43.63%,0.02%,9.52%,46.82%,9.19,9.81
2023-11-22T20,0.00%,44.39%,0.06%,9.82%,45.73%,9.64,10.39
2023-11-22T21,0.00%,41.28%,0.19%,10.11%,48.41%,10.10,11.27
2023-11-22T22,0.00%,40.38%,0.21%,10.12%,49.30%,10.03,11.23
2023-11-22T23,0.00%,37.74%,0.20%,9.79%,52.26%,9.43,10.58
2023-11-23T00,0.00%,39.83%,0.20%,9.90%,50.06%,9.88,11.06
2023-11-23T01,0.00%,49.80%,0.20%,9.89%,40.11%,11.94,13.24
2023-11-23T02,0.00%,60.06%,0.21%,10.34%,29.39%,14.13,15.60
2023-11-23T03,0.00%,59.23%,0.21%,10.11%,30.45%,13.92,15.37
2023-11-23T04,0.00%,57.66%,0.21%,10.48%,31.64%,13.66,15.11
2023-11-23T05,0.00%,60.58%,0.22%,10.80%,28.40%,14.32,15.82
2023-11-23T06,0.00%,57.19%,0.22%,10.94%,31.64%,13.64,15.11
2023-11-23T07,0.00%,59.85%,0.24%,11.54%,28.38%,14.29,15.83
2023-11-23T08,0.00%,63.95%,0.25%,12.41%,23.38%,15.28,16.94
2023-11-23T09,0.00%,67.59%,0.27%,13.36%,18.77%,16.19,17.96
2023-11-23T10,0.00%,67.48%,0.29%,14.24%,17.99%,16.31,18.14
2023-11-23T11,0.00%,67.46%,0.32%,15.41%,16.82%,16.50,18.41
2023-11-23T12,0.00%,66.96%,0.33%,16.09%,16.62%,16.51,18.46
2023-11-23T13,0.00%,62.10%,0.34%,16.67%,20.89%,15.60,17.53
2023-11-23T14,0.00%,62.88%,0.32%,15.83%,20.97%,15.62,17.50
2023-11-23T15,0.00%,60.77%,0.30%,14.87%,24.06%,15.03,16.82
2023-11-23T16,0.00%,58.72%,0.29%,14.04%,26.95%,14.46,16.17
2023-11-23T17,0.00%,55.23%,0.27%,13.05%,31.45%,13.58,15.18
2023-11-23T18,0.00%,44.21%,0.25%,12.47%,43.07%,11.20,12.62
2023-11-23T19,0.00%,36.24%,0.23%,11.36%,52.16%,9.38,10.62
2023-11-23T20,0.00%,35.64%,0.22%,10.75%,53.39%,9.15,10.34
2023-11-23T21,0.00%,34.60%,0.22%,10.63%,54.55%,8.92,10.09
2023-11-23T22,0.00%,35.02%,0.21%,10.49%,54.27%,8.98,10.15
2023-11-23T23,0.00%,35.97%,0.20%,9.85%,53.98%,9.07,10.20
2023-11-24T00,0.00%,30.64%,0.20%,9.68%,59.48%,7.94,8.99
2023-11-24T01,0.00%,32.59%,0.23%,11.00%,56.19%,8.56,9.73
2023-11-24T02,0.00%,40.87%,0.25%,12.01%,46.88%,10.44,11.78
2023-11-24T03,0.00%,43.44%,0.25%,12.21%,44.09%,11.01,12.40
2023-11-24T04,0.00%,45.26%,0.27%,12.98%,41.49%,11.51,12.97
2023-11-24T05,0.00%,44.91%,0.27%,13.24%,41.58%,11.48,12.96
2023-11-24T06,0.00%,48.12%,0.27%,13.34%,38.27%,12.16,13.69
2023-11-24T07,0.00%,50.43%,0.27%,13.27%,36.02%,12.63,14.18
2023-11-24T08,0.00%,54.38%,0.29%,14.03%,31.30%,13.57,15.22
2023-11-24T09,0.00%,55.02%,0.30%,14.69%,29.99%,13.81,15.52
2023-11-24T10,0.00%,57.07%,0.31%,15.11%,27.51%,14.31,16.07
2023-11-24T11,0.00%,56.54%,0.32%,15.76%,27.38%,14.30,16.10
2023-11-24T12,0.00%,56.95%,0.33%,16.00%,26.72%,14.43,16.25
2023-11-24T13,0.00%,57.00%,0.33%,16.08%,26.60%,14.45,16.27
2023-11-24T14,0.00%,55.82%,0.30%,14.88%,28.99%,14.01,15.73
2023-11-24T15,0.00%,53.79%,0.29%,14.00%,31.92%,13.44,15.08
2023-11-24T16,0.00%,51.88%,0.26%,12.84%,35.02%,12.85,14.39
2023-11-24T17,0.00%,46.44%,0.24%,11.60%,41.73%,11.52,12.91
2023-11-24T18,0.00%,35.88%,0.21%,10.27%,53.64%,9.12,10.28
2023-11-24T19,0.00%,30.09%,0.22%,10.62%,59.08%,7.98,9.09
2023-11-24T20,0.00%,33.10%,0.22%,10.72%,55.96%,8.62,9.78
2023-11-24T21,0.00%,33.36%,0.23%,10.99%,55.43%,8.72,9.90
2023-11-24T22,0.00%,32.24%,0.24%,11.62%,55.91%,8.59,9.80
2023-11-24T23,0.00%,32.35%,0.23%,11.38%,56.04%,8.58,9.77
2023-11-25T00,0.00%,34.47%,0.23%,11.00%,54.31%,8.95,10.15
2023-11-25T01,0.00%,42.22%,0.23%,11.23%,46.31%,10.60,11.90
2023-11-25T02,0.00%,51.72%,0.22%,10.83%,37.22%,12.49,13.89
2023-11-25T03,0.00%,53.40%,0.21%,10.37%,36.02%,12.76,14.15
2023-11-25T04,0.00%,57.02%,0.22%,10.63%,32.13%,13.55,15.00
2023-11-25T05,0.00%,60.43%,0.23%,11.22%,28.13%,14.35,15.89
2023-11-25T06,0.00%,60.95%,0.23%,11.22%,27.60%,14.46,16.00
2023-11-25T07,0.00%,61.69%,0.23%,11.23%,26.85%,14.62,16.17
2023-11-25T08,0.00%,64.72%,0.25%,12.13%,22.90%,15.40,17.05
2023-11-25T09,0.00%,67.19%,0.27%,12.98%,19.56%,16.05,17.79
2023-11-25T10,0.00%,67.11%,0.28%,13.68%,18.92%,16.15,17.94
2023-11-25T11,0.00%,68.53%,0.29%,14.27%,16.90%,16.54,18.39
2023-11-25T12,0.00%,67.88%,0.30%,14.77%,17.04%,16.49,18.36
2023-11-25T13,0.00%,66.99%,0.30%,14.82%,17.89%,16.31,18.18
2023-11-25T14,0.00%,66.13%,0.29%,14.00%,19.58%,16.00,17.80
2023-11-25T15,0.00%,65.43%,0.27%,13.26%,21.04%,15.73,17.47
2023-11-25T16,0.00%,64.40%,0.26%,12.87%,22.46%,15.45,17.15
2023-11-25T17,0.00%,53.18%,0.24%,11.54%,35.05%,12.91,14.37
2023-11-25T18,0.00%,38.10%,0.20%,9.84%,51.87%,9.47,10.61
2023-11-25T19,0.00%,35.04%,0.20%,9.76%,55.00%,8.86,9.97
2023-11-25T20,0.00%,36.04%,0.21%,10.07%,53.69%,9.12,10.27
2023-11-25T21,0.00%,36.61%,0.21%,10.48%,52.70%,9.31,10.49
2023-11-25T22,0.00%,38.80%,0.21%,10.49%,50.49%,9.76,10.98
2023-11-25T23,0.00%,36.91%,0.21%,10.45%,52.42%,9.37,10.55
2023-11-26T00,0.00%,35.56%,0.21%,10.36%,53.86%,9.07,10.24
2023-11-26T01,0.00%,39.63%,0.23%,11.35%,48.78%,10.08,11.36
2023-11-26T02,0.00%,53.13%,0.23%,11.11%,35.53%,12.83,14.26
2023-11-26T03,0.00%,52.69%,0.21%,10.49%,36.60%,12.64,14.02
2023-11-26T04,0.00%,54.61%,0.22%,10.74%,34.42%,13.07,14.50
2023-11-26T05,0.00%,53.75%,0.22%,10.85%,35.18%,12.91,14.34
2023-11-26T06,0.00%,52.62%,0.22%,10.85%,36.31%,12.68,14.09
2023-11-26T07,0.00%,56.90%,0.23%,11.39%,31.47%,13.65,15.15
2023-11-26T08,0.00%,62.12%,0.25%,12.22%,25.41%,14.87,16.49
2023-11-26T09,0.00%,65.18%,0.26%,12.86%,21.70%,15.61,17.32
2023-11-26T10,0.00%,68.96%,0.27%,13.10%,17.67%,16.43,18.20
2023-11-26T11,0.00%,69.74%,0.28%,13.69%,16.28%,16.69,18.51
2023-11-26T12,0.00%,68.99%,0.29%,13.94%,16.79%,16.58,18.41
2023-11-26T13,0.00%,68.11%,0.28%,13.77%,17.84%,16.37,18.17
2023-11-26T14,0.00%,67.63%,0.27%,13.43%,18.67%,16.21,17.99
2023-11-26T15,0.00%,67.36%,0.27%,13.12%,19.25%,16.10,17.85
2023-11-26T16,0.00%,64.94%,0.26%,12.59%,22.21%,15.51,17.20
2023-11-26T17,0.00%,56.80%,0.24%,11.68%,31.29%,13.68,15.20
2023-11-26T18,0.00%,48.73%,0.22%,10.61%,40.44%,11.83,13.18
2023-11-26T19,0.00%,44.33%,0.21%,10.41%,45.05%,10.89,12.17
2023-11-26T20,0.00%,45.46%,0.22%,10.58%,43.75%,11.15,12.45
2023-11-26T21,0.00%,43.70%,0.22%,10.58%,45.51%,10.79,12.07
2023-11-26T22,0.00%,43.19%,0.22%,10.73%,45.86%,10.71,11.99
2023-11-26T23,0.00%,42.70%,0.23%,11.09%,45.98%,10.67,11.97
2023-11-27T00,0.00%,46.52%,0.24%,11.79%,41.46%,11.57,12.97
2023-11-27T01,0.00%,55.36%,0.23%,11.20%,33.21%,13.31,14.77
2023-11-27T02,0.00%,59.60%,0.22%,10.53%,29.65%,14.07,15.55
2023-11-27T03,0.00%,61.23%,0.20%,10.00%,28.57%,14.32,15.78
2023-11-27T04,0.00%,61.48%,0.21%,10.15%,28.17%,14.40,15.87
2023-11-27T05,0.00%,63.01%,0.21%,10.24%,26.54%,14.73,16.22
2023-11-27T06,0.00%,64.15%,0.21%,10.21%,25.42%,14.96,16.47
2023-11-27T07,0.00%,65.55%,0.22%,10.71%,23.52%,15.33,16.89
2023-11-27T08,0.00%,67.05%,0.23%,11.19%,21.53%,15.72,17.33
2023-11-27T09,0.00%,67.63%,0.24%,11.86%,20.27%,15.95,17.61
2023-11-27T10,0.00%,69.39%,0.25%,12.43%,17.92%,16.41,18.14
2023-11-27T11,0.00%,72.58%,0.26%,12.93%,14.22%,17.15,18.95
2023-11-27T12,0.00%,73.17%,0.27%,13.18%,13.38%,17.31,19.14
2023-11-27T13,0.00%,73.79%,0.26%,12.91%,13.04%,17.40,19.22
2023-11-27T14,0.00%,71.40%,0.26%,12.60%,15.74%,16.85,18.62
2023-11-27T15,0.00%,66.63%,0.24%,11.52%,21.61%,15.69,17.32
2023-11-27T16,0.00%,61.51%,0.21%,10.15%,28.14%,14.40,15.87
2023-11-27T17,0.00%,62.08%,0.20%,9.62%,28.11%,14.43,15.87
